LC_NAME,RELATED_ENODEB,S_DAY,S_HOUR,F0001,F0002,F0003,F0004,F0005,F0006,F0007,F0008,F0009,F0010,F0011,F0012,F0013,F0014,F0015,F0016,F0026,F0036,F0046,F0056,F0058,F0068,F0078,F0079,F0081,F0082,F0083,F0084,F0085,F0086,F0087,F0088,F0089,F0090,F0091,F0092,F0093,F0094,F0095,F0096,F0097,F0098,F0099,F0109,F0119,F0120,F0121,F0122,F0123,F0124,F0126,F0127,F0137,F0147,F0157,F0158,F0159,F0160,F0161,F0162,F0163,F0164,F0165,F0166,F0167,F0168,F0169,F0170,F0171,F0172,F0173,F0174,F0175,F0176,F0177,F0178,F0179,F0180,F0181,F0182,F0183,F0184,F0185,F0186,F0187,F0188,F0189,F0193,F0194,F0195,F0196,F0197,F0198,F0199,F0200,F0201,F0203,F0204,F0205,F0206,F0207,F0208,F0209,F0210,F0212,F0213,F0223,F0233,F0243,F0253,F0263,F0264,F0265,F0266,F0267,F0268,F0269,F0270,F0275,F0276,F0277,F0278,F0279,F0280,F0281,F0282,F0283,F0284,F0285,F0286,F0287,F0288,F0289,F0290,F0291,F0292,F0293,F0294,F0295,F0296,F0297,F0298,F0299,F0300,F0301,F0302,F0303,F0304,F0305,F0306,F0307,F0308,F0309,F0310,F0311,F0312,F0313,F0314,F0315,F0316,F0317,F0318,F0319,F0320,F0321,F0322,F0323,F0324,F0325,F0326,F0327,F0328,F0329,F0330,F0331,F0332,F0333,F0336,F0337,F0338,F0339,F0340,F0341,F0342,F0343,F0344,F0345,F0346,F0347,F0348,F0349,F0350,F0351,F0352,F0353,F0354,F0355,F0356,F0357,F0376,F0377,F0378,F0379,F0380,F0381,F0382,F0383,F0384,F0385,F0386,F0387,F0388,F0389,F0390,F0391,F0410,F0411,F0412,F0413,F0414,F0415,F0416,F0417,F0418,F0419,F0420,F0421,F0424,F0425,F0428,F0429,F0430,F0431,F0432,F0433,F0434,F0435,F0436,F0437,F0438,F0439,F0440,F0441,F0442,F0443,F0444,F0445,F0447,F0448,F0449,F0451,F0452,F0458,F0459,F0460,F0461,F0462,F0463,F0464,F0465,F0466,F0467,F0468,F0469,F0470,F0471,F0472,F0473,F0474,F0475,F0476,F0477,F0478,F0479,F0480,F0481,F0482,F0483,F0484,F0485,F0486,F0487,F0488,F0489,F0490,F0491,F0492,F0493,F0494,F0495,F0496,F0497,F0498,F0499,F0500,F0501,F0502,F0503,F0504,F0505,F0506,F0507,F0508,F0521,F0522,F0700,F0703,F0704,F0705,F0706,F0708,F0709,F0710,F0720,F0730,F0741,F0742,F0743,F0754,F0764,F0765,F0767,F0768,F0769,F0770,F0771,F0772,F0773,F0774,F0775,F0778,F0780,F0790,F0800,F0801,F0802,F0803,F0804,F0805,F0806,F0807,F0808,F0809,F0810,F0811,F0812,F0813,F0814,F0818,F0819,F0820,F0821,F0823,F0824,F0825,IS_WEEKEND,WEEK_DAY,小区标识,所属eNodeB标识,所属行政区域类型,天线数,双工方式,是否为RRU小区,上行频点,下行频点,小区配置的载频发射功率,参考信号（RS）的每RE平均发射功率,A类符号功率比值,B类符号功率比值,广播信道功率,最大传输功率,运行状态,小区覆盖类型,小区覆盖范围,中心载频的信道号,带宽,上行带宽,下行带宽,小区激活状态,高速小区指示,发送和接收模式_x,工作模式,小区是否闭塞,是否载波聚合小区,载波聚合类型,载波聚合频段组合,天线方向角,天线挂高,电子下倾角,机械倾角,天线端口数量,水平半功率角,垂直半功率角,天线增益,发送和接收模式_y
FBJ902258A1,101.198,14.0,14.0,238.0,238.0,151.0,151.0,87.0,87.0,0.0,0.0,4.0,1.0,0.0,0.0,0.0,3.48,12.0,218.0,218.0,217.0,217.0,3686.0,11.0,11.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,154919.0,0.0,87.0,203010.0,238.0,238.0,289.0,492.0,503.0,225.0,14.0,204.0,1.0,3686.0,1.0,224.0,0.0,0.0,1.0,0.0,12.0,3.549,1.02,0.0,329.0,0.0,329.0,0.0,329.0,0.0,0.0,0.0,0.0,0.0,299.0,299.0,299.0,299.0,0.0,0.0,0.0,0.0,159.0,159.0,159.0,159.0,499.0,499.0,0.0,0.0,329.0,329.0,329.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,14.0,14.0,0.0,0.0,0.0,20.0,167.0,49.0,198.0,49.0,198.0,2090.3708281829418,83.0,5.771,1.0,57916.0,0.0,76657.0,17.0,0.998,0.056,0.612,0.173,3.38,0.455,57.683,19.797,13237.0,1987.0,2321.0,7359.0,2299.0,2205.0,1885.0,1956.0,936.0,1112.0,1050.0,1041.0,1430.0,1230.0,1530.0,2018.0,2408.0,2645.0,163.0,3544.0,5218.0,20072.0,311990.0,304.0,2127.0,0.0,0.0,0.0,0.0,3745.0,23793.0,256.0,194.0,675.0,347.0,674.0,1106.0,1263.0,1506.0,0.0,2157.0,2283.0,2453.0,2533.0,3768.0,3516.0,87.0,3107.0,4851.0,6879.0,13000.0,6273.0,4703.0,4654.0,19573.0,707.0,482.0,4001.0,61315605.0,36347.0,398337.0,21227.0,374346.0,334493.0,5470210.0,33559.0,121392.0,16710.0,74397.0,68317.0,23904.0,392067.0,72748.0,30934.0,27071.0,3.549,0.042,0.037000000000000005,72000.0,489600.0,0.0,7.396,3.522,320.724,0.0,74.766,3.312,12.456,74.923,0.0,0.0,102.59,0.0,0.0,0.0,0.0,0.0,397474.0,375440.0,324199.0,132389.0,3.0,132386.0,0.0,3.0,132386.0,0.0,0.0,0.0,118586.0,110091.0,46.0,35.3,1.807,0.24600000000000002,0.983,0.064,0.0,12.0,1259217.0,0.0,0.0,0.0,0.0,0.0,5.0089999999999995,0.983,100.0,100.0,2708029.0,0.276,154919.0,0.0,0.0,5224.0,118586.0,3849.0,375440.0,-111.0,1538.0,116.0,201.0,371.0,610.0,1118.0,2512.0,2129.0,3745.0,6933.0,11836.0,18436.0,29825.0,32904.0,54447.0,131256.0,2.0,5.0,3711.0,201.0,79155.0,56820.0,4377.0,3291.0,6135.0,9898.0,12136.0,0.0,37936.0,20001.0,74452.0,37502.0,359972.0,0.0,2.983,17.05,75.152,3.932,88.867,0.0,29.481,116.7,674.536,32.109,2654.658,0.0,82.162,169.02,100.0,13.323,100.0,100.0,100.0,1.653,100.0,100.0,100.0,100.0,0.0,0.055999999999999994,100.0,0.488,3686.0,100.0,91.92019543973942,100.0,100.0,100.0,100.0,100.0,98.34946631578947,100.0,100.0,96.25571725571726,0.002,0.0,0.022000000000000002,9.271,5.414,85.315,2.021,46.13,22.97,93.909,1.807,3.202,0.983,0.0,5.0089999999999995,0.983,4.417,3.641,205.0,0.0,3.641,1.0,0.845,0.978,-1,3,101.19831.111,19831,1,2,1,1,19650,1650,46.0,12.2,3.0,0.0,-3.0,46.0,1,1,1,1650,20,20,20,1,1,1,1,1,1,1,1,250,21.0,10.0,8.0,2.0,65,10,17.5,1.0
FBJ904008B1,101.15100000000001,14.0,1.0,351.0,351.0,252.0,252.0,99.0,99.0,0.0,0.0,10.0,10.0,0.0,0.0,0.0,3.003,8.0,301.0,301.0,301.0,301.0,2860.0,34.0,34.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,157095.0,0.0,99.0,206476.0,351.0,351.0,360.0,363.0,58.0,352.0,5.0,302.0,0.0,2860.0,0.0,352.0,0.0,0.0,0.0,0.0,8.0,3.0180000000000002,1.005,2.0,33.0,2.0,33.0,2.0,33.0,2.0,2.0,2.0,2.0,0.0,37.0,37.0,37.0,37.0,0.0,0.0,0.0,0.0,22.0,22.0,22.0,22.0,57.0,57.0,2.0,2.0,35.0,35.0,35.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,5.0,1.0,0.0,0.0,23.0,103.0,49.0,355.0,49.0,355.0,1848.0,89.0,17.127,0.0,93575.0,0.0,209605.0,0.0,0.355,0.047,1.6569999999999998,0.173,0.44799999999999995,0.748,43.888000000000005,48.413,72344.0,29722.0,22661.0,62014.0,42217.0,39141.0,33912.0,16265.0,13319.0,10365.0,9703.0,13893.0,11815.0,12218.0,10817.0,8985.0,5875.0,5779.0,2755.0,4087.0,2689.0,7233.0,10812.0,1958.0,562.0,0.0,0.0,0.0,0.0,3827.0,17625.0,756.0,968.0,1100.0,1525.0,1550.0,2518.0,5427.0,3998.0,148.0,6673.0,10384.0,24459.0,15742.0,17500.0,10593.0,13771.0,19378.0,10138.0,9231.0,9046.0,3632.0,1446.0,1610.0,198.0,349.0,376.0,3.0,61550340.0,351663.0,2546225.0,78913.0,756333.0,20565.0,69658.0,39294.0,72772.0,85499.0,81236.0,69178.0,165770.0,451141.0,109954.0,146247.0,70829.0,3.0180000000000002,0.047,0.109,111600.0,637200.0,0.0,8.556000000000001,23.806,26.485,0.0,227.905,9.566,103.632,128.886,0.0,0.0,274.332,0.0,0.0,0.0,0.0,0.0,462317.0,397868.0,343306.0,209144.0,0.0,209144.0,0.0,0.0,209144.0,0.0,0.0,0.0,193971.0,182429.0,46.0,38.4,0.9990000000000001,0.337,1.861,0.094,0.0,0.0,4237947.0,0.0,0.0,0.0,0.0,0.0,4.205,1.861,100.0,100.0,3893639.0,0.117,157095.0,0.0,0.0,8492.0,193971.0,8464.0,397868.0,-109.0,1200.0,52.0,70.0,142.0,306.0,567.0,1268.0,1426.0,5925.0,48362.0,155251.0,88801.0,107002.0,37727.0,12369.0,3693.0,0.0,0.0,2516.0,1248.0,157138.0,183388.0,3928.0,7508.0,3737.0,59217.0,5232.0,0.0,43222.0,93007.0,72915.0,362216.0,100101.0,0.0,13.012,172.436,72.543,17.311,6.376,0.0,89.536,1001.49,1103.628,207.756,218.254,0.0,236.46099999999998,272.142,100.0,10.852,100.0,100.0,100.0,2.77,100.0,100.0,100.0,100.0,0.0,0.063,100.0,0.0,12402.387552253116,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,96.25571725571726,0.0,0.0,0.0,77.95,17.492,4.558,3.054,35.737,77.759,62.915,0.9990000000000001,3.2060000000000004,1.861,0.0,4.205,1.861,6.326,6.893,302.0,0.0,6.893,1.0,1.361,0.992,-1,3,101.15090.121,15090,1,2,1,1,19650,1650,46.0,15.2,0.0,0.0,0.0,46.0,1,1,1,1650,20,20,20,1,1,1,1,1,1,1,1,120,37.0,5.0,4.0,2.0,65,10,17.5,1.0
FBJ982094A1,101.139,14.0,4.0,35.0,35.0,34.0,34.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.212,1.0,31.0,31.0,31.0,31.0,52.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,16081.0,0.0,1.0,16476.0,35.0,35.0,35.0,551.0,0.0,35.0,0.0,31.0,0.0,52.0,0.0,35.0,0.0,0.0,0.0,0.0,1.0,0.21100000000000002,0.995,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,18.0,25.0,17.0,21.0,17.0,21.0,2090.3708281829418,114.83604753521126,1.905,0.0,140.0,0.0,84.0,0.0,0.013000000000000001,0.014,0.209,0.09,1.965,0.028,16.46,0.127,1474.0,41.0,39.0,227.0,674.0,2853.0,1243.0,376.0,153.0,132.0,275.0,512.0,629.0,373.0,254.0,333.0,643.0,429.0,292.0,484.0,135.0,126.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,68.0,564.0,8.0,26.0,17.0,11.0,0.0,6.0,7.0,0.0,0.0,1.0,3.0,0.0,5.0,18.0,16.0,0.0,14.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,61188164.0,7487.0,120219.0,4084.0,13948.0,129.0,267.0,707.0,5832.0,43.0,348.0,15.0,184.0,11700.0,786.0,134.0,64.0,0.21100000000000002,0.0,0.0,0.0,14400.0,0.0,0.013000000000000001,1.293,0.323,0.0,0.031,0.037,0.011,0.008,0.058,0.0,0.0,0.0,0.0,0.0,0.0,0.0,13146.0,8101.0,4452.0,786.0,786.0,0.0,786.0,0.0,0.0,0.0,0.0,0.0,765.0,751.0,39.3,38.2,0.04,0.005,0.6970000000000001,0.002,6476.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.24,0.6970000000000001,100.0,100.0,1441384.0,0.153,16081.0,0.0,0.0,0.0,765.0,36.0,8101.0,-119.0,8.0,0.0,1.0,0.0,2.0,2.0,5.0,1.0,7.0,12.0,20.0,1327.0,1746.0,190.0,12.0,10.0,0.0,0.0,15.0,0.0,627.0,592.0,19.0,0.0,2.0,2406.0,2639.0,0.0,726.0,43.0,17.0,7635.0,5511.0,0.0,0.004,0.0,0.003,0.845,2.256,0.0,0.304,0.091,0.069,11.187,4.842,0.0,0.045,0.1,100.0,11.594000000000001,100.0,100.0,100.0,0.0,100.0,100.0,100.0,99.83727248030426,0.0,0.006,100.0,0.0,12402.387552253116,99.90664350846721,91.92019543973942,98.4681087840892,108.76943733451016,99.71095704173786,99.71095704173786,99.29983754965504,98.34946631578947,98.5161223427332,100.60566221851543,96.25571725571726,0.0,0.0,0.0,63.992,34.906,1.103,0.022000000000000002,89.949,5.471,1.908,0.04,3.2,0.6970000000000001,0.0,3.24,0.6970000000000001,2.356,2.582,31.0,0.0,2.582,1.0,0.0,0.995,-1,3,101.13855.11,13855,1,1,1,1,19650,1650,46.0,15.2,0.0,0.0,-3.0,46.0,1,2,2,1650,20,20,20,1,1,4,1,1,1,1,1,0,0.0,0.0,0.0,1.0,180,6,0.0,2.0
FBJ000107A1,101.318,14.0,0.0,210.0,209.0,136.0,124.0,86.0,85.0,0.754351257006,0.754351257006,14.0,14.0,1.0,0.0,0.0,4.185,15.0,181.0,180.0,181.0,180.0,1774.0,4.0,4.0,0.0,0.0,0.0,1.7631413321400002,0.016148393280000003,1.3009884323799998,1.23576441919,0.0,0.00021863746406000002,46570.0,0.0,86.0,222047.9374122367,209.0,209.0,261.0,1229.0,2275.0,202.0,1.0,161.0,0.0,21441.092878635907,0.0,188.0,0.0,0.0,0.0,0.0,17.0,4.274,1.021,40.762286860581746,651.7117352056168,40.7542627883651,651.1612838515547,40.080842527582746,648.2240722166499,0.0,0.0,0.0,0.0,0.0,654.0,654.0,654.0,643.0,4.944232698094283,0.01123370110330993,0.0,0.0,282.88244734202607,282.09689067201606,282.88244734202607,282.09689067201606,925.2527582748245,922.2447342026078,51.10010030090271,50.48345035105316,692.4740220661986,691.9155466399197,686.0844533600803,0.0,0.0,0.0,3.0714142427281845,3.021063189568706,2.9642928786359075,2.9536609829488465,1.0,0.0,0.0,0.0,0.0,30.220653489310205,1289.9705526421944,64.0571948261924,1109.9549312853678,64.16552142279708,1109.5325383993534,2090.3708281829418,114.83604753521126,35.04945075225677,14.0,67981.0,222.0,93110.0,0.0,0.11800000000000001,0.04859177532597793,0.19399999999999998,0.13366198595787365,0.823,19.226,7.723,38.669,473069.8740220662,61303.20180541625,62594.933600802404,137485.66519558677,98683.4078234704,112336.051554664,67081.28244734203,41241.05476429288,34007.62306920762,37660.44473420261,37754.47301905717,43029.32938816449,42913.44573721164,38457.31454363089,34480.88686058175,41808.20661985958,45530.50130391173,45423.62006018054,9839.394984954864,49325.773520561685,56667.1001003009,133176.20441323973,247738.1334002006,15230.8407221665,18045.212036108325,0.0,0.0,0.0,0.0,20598.966098294884,85169.07903711134,8682.391975927783,12643.976930792378,17734.41364092277,23636.33520561685,29479.18254764293,34476.335406218655,38379.297693079236,28333.503911735206,11625.58034102307,41036.73259779338,42826.008024072216,42969.37111334002,42816.93420260782,42424.726980942825,25830.957472417253,16120.606218655968,39134.830692076226,37005.42286860582,36103.97652958876,33725.06379137412,30262.37512537613,27538.00040120361,26562.604012036107,29695.323771313942,18424.52818455366,36750.42627883651,60236.09969909729,74612292.85015045,1163218.0120361084,9609768.576529589,407475.5731193581,6153559.03229689,414190.39057171514,5399700.295887663,299133.482447342,2724271.7767301905,249530.31073219658,2363783.9472417254,391559.25757271814,3715122.9592778333,1984883.9757271816,84314.0,2283.0,31773.0,4.274,0.024,0.025,0.036000000000000004,0.126,0.0,15.748,93.93059558676028,512.4913119358073,0.0,81.392,116.69399418254761,250.70821925777332,577.7947873620861,170.6358266800401,0.370436108324975,920.354884653962,0.5558676028084253,0.0,0.0,0.0,0.0,445535.0,445535.0,300887.0,143933.0,106236.579,37696.421,100833.26318956871,0.0,143933.0,0.0,0.0,0.0,143933.0,107651.0,44.17947843530592,36.99,0.102,0.39799999999999996,1.2690000000000001,0.068,2907205.119558676,8462.554262788364,19709021.0668004,21396.909127382147,0.0,0.0,0.0,0.0,1.389,2.084,100.0,100.0,0.068,0.9378296890672017,152481.8842527583,0.0,0.0,14156.0,143933.0,8767.0,445535.0,-102.79899999999999,1568.0,805.0,981.0,1724.0,2678.0,5093.0,8077.0,9342.0,12666.0,12646.0,11043.0,11187.0,8952.0,6620.0,5965.0,9019.0,11.0,0.0,677.0,114.0,72381.0,57507.0,10877.0,2086.0,1193.0,1677.0,7090.0,0.0,88674.0,13525.0,5452.0,96439.0,349096.0,0.0,160.61101464393178,335.6224663991976,677.5320222668004,74.65304533600802,184.12507241725177,0.0,1094.1629508525575,2341.2882096288868,5299.89035005015,826.0978028084253,4284.0556162487455,0.0,97.14,86.786,100.0,9.402,99.524,91.177,98.837,5.932,100.0,99.448,99.448,100.0,0.0,0.185,98.974,0.0,12402.387552253116,99.90664350846721,91.92019543973942,98.318,108.76943733451016,99.71095704173786,99.71095704173786,99.29983754965504,98.34946631578947,98.318,100.60566221851543,96.25571725571726,0.021,0.23800000000000002,0.0,39.421155065195585,24.393520361083247,36.18531514543631,2.342,51.503195386158474,31.705924373119363,60.015782547642914,0.102,1.286,1.2690000000000001,0.815,1.389,2.084,13.586049147442328,7.718999999999999,161.0,3.00802407221665,7.718999999999999,1.0,0.434,0.807,-1,3,101.31825.111,31825,1,1,1,2,19650,1650,49.0,-15.2,0.0,0.0,37.0,49.0,1,1,1,1650,20,20,20,1,1,2,1,1,1,1,1,100,23.0,10.0,3.0,4.0,65,15,17.0,1.0
FBJ900625C1,101.191,14.0,20.0,2099.0,2097.0,1285.0,1283.0,814.0,814.0,0.0,0.0,10.0,7.0,2.0,0.0,0.0,42.498000000000005,56.0,2021.0,2006.0,2009.0,1994.0,62788.0,87.0,87.0,0.0,0.0,0.0,15.0,0.0,0.0,0.0,0.0,0.0,177323.0,0.0,814.0,244097.0,2097.0,2097.0,2116.0,3154.0,911.0,2083.0,37.0,1988.0,5.0,62788.0,5.0,2078.0,0.0,0.0,3.0,0.0,59.0,45.282,1.065,67.0,501.0,67.0,501.0,67.0,501.0,55.0,55.0,55.0,55.0,0.0,312.0,312.0,312.0,297.0,0.0,0.0,0.0,0.0,293.0,293.0,293.0,293.0,887.0,872.0,2.0,2.0,568.0,568.0,568.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,37.0,41.0,8.0,0.0,0.0,49.0,4440.0,99.0,5890.0,100.0,5890.0,2029.0,203.0,32.041,1740.0,2983205.0,2.0,5598493.0,966.0,14.255999999999998,0.056,30.563000000000002,0.173,1.999,23.721,32.012,79.676,989427.0,110942.0,214711.0,711075.0,380791.0,602435.0,339232.0,200857.0,166994.0,198910.0,201916.0,206026.0,186975.0,163495.0,144218.0,161591.0,160478.0,156607.0,37630.0,167014.0,173980.0,381787.0,1496029.0,81405.0,306496.0,0.0,0.0,0.0,0.0,22785.0,131095.0,10012.0,17587.0,32997.0,53598.0,77253.0,108017.0,144766.0,62525.0,101735.0,191560.0,223295.0,241514.0,182231.0,157850.0,55537.0,95150.0,125276.0,120685.0,116296.0,117382.0,128270.0,153063.0,198369.0,219674.0,259274.0,1150788.0,378416.0,166530349.0,4117290.0,47210997.0,1558014.0,29996906.0,2265717.0,30645717.0,660635.0,9919663.0,1153722.0,13457670.0,3062643.0,13261333.0,7941021.0,2192812.0,2558364.0,2341067.0,45.282,1.089,2.134,3261600.0,17038800.0,0.0,684.487,541.338,2750.848,0.0,6444.460999999999,368.827,1721.203,4986.965,0.0,0.0,7889.11,0.0,0.0,0.0,0.0,0.0,8017945.0,7278093.0,6855311.0,5440293.0,3.0,5440290.0,0.0,3.0,5440290.0,0.0,0.0,0.0,4877000.0,4385637.0,46.0,40.9,32.596,10.595,31.96,2.656,0.0,12.0,112426290.0,0.0,0.0,0.0,0.0,0.0,37.257,31.96,100.0,100.0,49396076.0,1.129,177323.0,0.0,0.0,447840.0,4877000.0,134814.0,7278093.0,-108.0,3043.0,1281.0,3303.0,13231.0,66589.0,315397.0,692791.0,862296.0,1064964.0,1273975.0,1218046.0,1603079.0,2332609.0,3154548.0,3320620.0,3180170.0,17.0,5.0,52907.0,20443.0,4053236.0,3140462.0,128387.0,158527.0,276379.0,618542.0,121310.0,0.0,789022.0,1312249.0,3339022.0,4183366.0,3834579.0,0.0,560.109,1675.834,4260.978,184.686,621.51,0.0,3510.727,15445.454,44156.699,4515.389,22628.295,0.0,7128.948,448.092,100.0,11.78,99.905,99.844,100.0,0.474,100.0,99.258,99.253,100.0,0.0,0.45899999999999996,99.163,0.251,12557.6,100.0,100.0,95.192,100.0,100.0,100.0,98.309,100.0,97.727,100.0,100.0,0.057999999999999996,0.0,0.017,51.848,19.62,28.532,60.911,30.127,52.614,139.667,32.596,4.6610000000000005,31.96,0.0,37.257,31.96,29.662,118.37,1993.0,15.0,118.37,1.0,2.24,0.943,-1,3,101.19098.131,19098,1,2,1,1,19650,1650,46.0,15.2,0.0,0.0,-3.0,46.0,1,1,1,1650,20,20,20,1,1,1,1,1,1,1,1,240,25.0,4.0,4.0,2.0,65,10,17.5,1.0
FBJ984321C1,101.101,14.0,10.0,2449.0,2448.0,1286.0,1285.0,1163.0,1163.0,0.0,0.0,12.0,6.0,1.0,0.0,0.0,47.746,65.0,2441.0,2441.0,2439.0,2439.0,64710.0,65.0,65.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,217007.0,0.0,1163.0,333723.0,2448.0,2448.0,2482.0,3424.0,311.0,2420.0,38.0,2407.0,5.0,64710.0,5.0,2415.0,0.0,0.0,4.0,0.0,73.0,53.767,1.126,1.0,198.0,1.0,198.0,1.0,199.0,1.0,1.0,1.0,1.0,0.0,217.0,217.0,217.0,214.0,0.0,0.0,0.0,0.0,84.0,83.0,84.0,83.0,292.0,289.0,2.0,2.0,199.0,199.0,199.0,0.0,0.0,0.0,3.0,3.0,0.0,0.0,38.0,38.0,3.0,0.0,0.0,24.0,127.0,58.0,592.0,58.0,592.0,754.0,90.0,49.059,1.0,1201774.0,1.0,1693293.0,12.0,8.324,0.055999999999999994,8.23,0.09,4.226,14.914,32.076,58.81100000000001,62645.0,26083.0,55926.0,172805.0,156270.0,206162.0,209099.0,199102.0,159408.0,184765.0,180912.0,194324.0,179260.0,144145.0,115238.0,131826.0,128643.0,113270.0,15485.0,102912.0,118089.0,267196.0,182285.0,15702.0,7352.0,0.0,0.0,0.0,0.0,8776.0,78843.0,3051.0,4814.0,6923.0,10931.0,14808.0,15834.0,18801.0,8926.0,12818.0,15904.0,14031.0,15422.0,18602.0,26822.0,12343.0,21894.0,42752.0,53905.0,73220.0,68346.0,61509.0,48763.0,47325.0,51644.0,38993.0,59405.0,273565.0,87909848.0,1613177.0,36590948.0,1243192.0,24290591.0,472535.0,6401441.0,171707.0,4853550.0,115942.0,3111437.0,841321.0,24593592.0,3328904.0,1099246.0,690883.0,741797.0,53.767,0.934,0.462,1306800.0,7286400.0,0.0,226.78799999999998,493.07300000000004,1093.7089999999998,0.0,1612.8870000000002,58.0,92.236,1630.0079999999998,2050.302,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3366153.0,3178571.0,2861723.0,1307446.0,1307446.0,0.0,1307446.0,0.0,0.0,0.0,0.0,0.0,1128970.0,970168.0,46.0,39.4,20.192999999999998,4.627,11.357000000000001,1.048,37585401.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,23.816999999999997,11.357,100.0,100.0,22663339.0,1.038,217007.0,0.0,0.0,111849.0,1128970.0,108933.0,3178571.0,-114.0,6516.0,664.0,1263.0,7858.0,57978.0,191390.0,139571.0,135837.0,235035.0,323403.0,850487.0,870078.0,601524.0,513779.0,277507.0,571550.0,19.0,45.0,27457.0,3386.0,1109909.0,967455.0,26505.0,23553.0,128418.0,69976.0,117606.0,0.0,198212.0,139495.0,969739.0,1626515.0,1739638.0,0.0,80.01,170.797,1909.6570000000002,162.829,703.97,0.0,544.007,908.686,14949.723999999998,4107.415,9453.645,0.0,1839.675,315.593,100.0,10.915999999999999,99.959,99.922,100.0,0.488,100.0,100.0,100.0,100.0,0.0,0.536,99.959,0.207,12942.0,100.0,100.0,98.618,100.505,98.809,98.809,98.973,100.0,98.675,100.0,100.0,0.0,0.0,0.001,48.46,37.345,14.195,30.535,15.62,10.547,76.536,20.192999999999998,3.6239999999999997,11.357000000000001,0.0,23.816999999999997,11.357000000000001,25.78,42.063,2412.0,3.0,42.063,1.0,1.578,0.915,-1,3,101.10139.31,10139,1,1,1,1,19650,1650,46.0,15.2,0.0,0.0,-3.0,46.0,1,2,2,1650,20,20,20,1,1,4,1,1,1,1,1,0,0.0,0.0,0.0,1.0,180,6,0.0,2.0
